content	username	mentioned
@BonnySidharta Wew gua sbg penikmat semua genre musik kecuali jedag jedug dan ada beberapa juga, gua sih sntai aja lagian gak smua org hrus suka Coldplay. Nah yg jdi prtnyaan nya kok bisa sih lu gak suka Coldplay, sekedar nanya aja sih pdhl enak2 lu cuy wkwkwkwk	sabirinmuhtar_	['@BonnySidharta']
@BonnySidharta wkwk tolong hargain mereka” yg menyukai aliran musik coldplay bang, mungkin bisa diubah jadi ‘gatau nder, aliran musiknya bukan gue bgt’ atau klo boleh keep aja sendiri gausah diqrt. sesimple itu🤌🏻	waduhbre	['@BonnySidharta']
@SooMyoui Pengennya Coldplay (my fave band) atau kalau DJ mendiang Avicii atau Tiesto mungkin... Skrillex jg bisa rame sih wkwk 😅	itsmeraka101	['@SooMyoui']
@mahesuuuu coldplay jaya jaya jaya	azzawens	['@mahesuuuu']
@santo91192 @BonnySidharta Haha ada orang dukung pak ganjar sekaligus menyukai coldplay ga kebayang noraknya gimana wkwk	matiolehego	['@santo91192', '@BonnySidharta']
@westenthu Coldplay ngapa ke Indo?	ramageek	['@westenthu']
@prassetyoAD Demi masa depan yakk 😂 tp coldplay jg layak kok cel pertama ngo Indo dan drg mesti moro meneh	slametadisputro	['@prassetyoAD']
@santo91192 @BonnySidharta yaelah bang, coldplay mah jelek yang bagus mah netral.	sheebaiqq	['@santo91192', '@BonnySidharta']
@zulipii_ Semua ts pergi coldplay buat gathering 🤣	_ZH4NGH40	['@zulipii_']
"Kelingan muleh ko Hestia numpak Avanza wong telu @nikoygitu  @warih .
Njurrr nyanyi lagune @coldplay  seng yellow ... Uwu tenan"	ryobajuri	['@nikoygitu', '@warih', '@coldplay']
@ozhan00 Bener juga gue akan beli tiket coldplay	asumshit	['@ozhan00']
@santo91192 @akunreligi @secretpemuja1 @Zahratulhasana6 @BonnySidharta Ngerti, tapi ga nyambung sama bahasan awal. Orang lg bahas Coldplay lo bawanya ke Bohemian. One more thing, lo gabisa maksain selera orang. Gw suka Queen, gw bisa jg suka Taylor Swift, suka2 gw walaupun timpang. Sama kaya bang Bon yg ga suka Coldplay kok dipaksa. Aneh.	komplenmulu	['@santo91192', '@akunreligi', '@secretpemuja1', '@Zahratulhasana6', '@BonnySidharta']
@aparatmati Jarang2 bang @BonnySidharta dapat komentar dari Sahabat Coldplay	facesplatter	['@aparatmati', '@BonnySidharta']
@akunreligi @secretpemuja1 @santo91192 @Zahratulhasana6 @BonnySidharta Iya setuju. Cuma gw bingung aja itu orang lg ngomongin Coldplay kok larinya ke Bohemian. Oh mungkin kaya multiverse kali ya dia asalnya dari dunia di mana yg nyanyiin Bohemian itu Coldplay, trus Queen jadi grup qasidah 🙏🏻	komplenmulu	['@akunreligi', '@secretpemuja1', '@santo91192', '@Zahratulhasana6', '@BonnySidharta']
@IDWantsColdplay @coldplay ada yg nonton sendiri ga? bareng dong gue dari bandung😭	phoebepixy	['@IDWantsColdplay', '@coldplay']
@westenthu Liat aja setlist lagu konser terakhir coldplay terus dengerin semua	fahmik__	['@westenthu']
@santo91192 @BonnySidharta Coldplay emang bapuk kok	facesplatter	['@santo91192', '@BonnySidharta']
@santo91192 @BonnySidharta Iya mas, mas pernah denger band radang kelamin belom? Bagus juga mas, sama kaya Coldplay, coba dengerin deh mas!	AbdhemaS	['@santo91192', '@BonnySidharta']
@santo91192 @BonnySidharta Jirrr coldplay gaboleh jelek, harus bagus	fitramam	['@santo91192', '@BonnySidharta']
@FaktaSepakbola ada bang messi ada bang coldplay gimana ini kacau 🤕	Zaidrasyid7	['@FaktaSepakbola']
@Joyoboyoarema2 @ShofwanMuis @FaktaSepakbola kalo harga tiket sampe 2jt, gw mah mending beli tiket buat nonton @coldplay 😁	cozboysdontcry	['@Joyoboyoarema2', '@ShofwanMuis', '@FaktaSepakbola', '@coldplay']
@stfunoir @BonnySidharta wkwk tolong hargain mereka” yg tidak menyukai aliran musik coldplay bang, mungkin bisa diubah jadi ‘okelah nder, aliran musiknya bukan lo bgt’ atau klo boleh keep aja sendiri gausah diqrt. sesimple itu🤌🏻	BonnieOhello	['@stfunoir', '@BonnySidharta']
@IDWantsColdplay @coldplay MIN AKU PANIK	notcherrywaves	['@IDWantsColdplay', '@coldplay']
@lordmijan Bang saya dah lama dengar coldplay	mzuhailyy	['@lordmijan']
@ceruleancityofc mndg coldplay gak sih	okenottobeokay	['@ceruleancityofc']
@IDWantsColdplay @coldplay @coldplayxtra @coldplaying Plis jokiii tikettt😭😭😭	cookiecrackers	['@IDWantsColdplay', '@coldplay', '@coldplayxtra', '@coldplaying']
@rnbwlght @ustadchen @westenthu Wkwkwk iyaaa, gue fans coldplay tp moga aja diganti tuh lagunya ntar	tidakjatuhhhhh	['@rnbwlght', '@ustadchen', '@westenthu']
@_jebatfuu Nak hidup kat sana je lagi mahal dari tiket coldplay hmmm 🙁	Ieeye0n	['@_jebatfuu']
@santo91192 @BonnySidharta Coldplay coba dicompare sama Kufaku	bangunterjun	['@santo91192', '@BonnySidharta']
@Awidiya10 @i14saw skuYYY naik haji kita liat Coldplay	tttttari	['@Awidiya10', '@i14saw']
@meduttt @ditoyorr @riantariksa @BonnySidharta @mediocrickey Fix coldplay gw gatau wle	Mhaekall5	['@meduttt', '@ditoyorr', '@riantariksa', '@BonnySidharta', '@mediocrickey']
@ashessshit smngt war coldplay or assalamualaikum calo	gustianagia	['@ashessshit']
"@nuddyya Coldplay apa messi? 
Gausah nonton ajh"	poopaapooo	['@nuddyya']
@yourmrsunshine Cokk coldplay juga itu beneran konser gak sih 🥹🥲	grekismh	['@yourmrsunshine']
@westenthu taylor swift, gak ikutin coldplay 🙏	agnggur	['@westenthu']
@IDWantsColdplay @coldplay @innekeamelia gimana niih geret koper lagi kita??	anisamega	['@IDWantsColdplay', '@coldplay', '@innekeamelia']
@santo91192 @BonnySidharta fansnya coldplay namanya apa bang?	dryuangga	['@santo91192', '@BonnySidharta']
@atchieoui @mitsuyaslover WOY JOIN WOY. Ak mending ini wah drpd Coldplay 🙏🏼 #MmfColdplay	shidqifiras	['@atchieoui', '@mitsuyaslover']
@IDWantsColdplay @coldplay FIX NABUNG INI MAH. PLS JGN AJAK AKU KEMANA2 😭	anisamega	['@IDWantsColdplay', '@coldplay']
@FaizHadi_hf Tunggu official coldplay announce dulu. Takut satgi tetiba coldplay kata awk terlalu baik buat saya ja 🤣	lidiamalek	['@FaizHadi_hf']
@BonnySidharta sebutkan nama personel coldplay selain chris martin	antivvvist	['@BonnySidharta']
@sgkye hai kak, kalau cari jastip tiket coldplay. kita open ya. bisa di cek twt jni^^	tixseoulution	['@sgkye']
@westenthu ihh pen nonton coldplay	ilobauuu	['@westenthu']
@IDWantsColdplay @coldplay @d_youngfolks nih udh fix besok tinggal tunggu seating	masasihguys	['@IDWantsColdplay', '@coldplay', '@d_youngfolks']
@svtri Coldplay atuh laa	geraldinesheren	['@svtri']
@adekumala tiket war coldplay kapan yaa?	_duniaw	['@adekumala']
@santo91192 Saya sudah ke THT bang, bener, kata tukang THT nya Coldplay jelek	stvprs	['@santo91192']
@priakelima Tapi teuing yeuh the cure eta konser sorangan apa festival kitu, nu pasti ulah coldplay nya.	alpennovian	['@priakelima']
@westenthu Ga seberapa suka coldplay tpi lgu fix you feelnya dapet	ari_rezaa	['@westenthu']
@HlariusDiaz coldplay date menowo,gek wonge yo ng jkt🙏🏻	oktavianusalv	['@HlariusDiaz']
@mascicak pengen doang nonton coldplay tp pengen aja wkwk karna lagu lagu yg ditau dikit🥲☝🏻	araafi_aprilia	['@mascicak']
@BonnySidharta kok cover lagunya coldplay!	bnjmin_666	['@BonnySidharta']
@muhaiminmktr Macam upah org utk belikan la. Usually depa ni confirm dapat beli sbb dah biasa beli tiket concert. Depends usually 20-30 kot tapi utk coldplay ni confirm susah tembuih jadi maybe lagi exxxxtra 🤣	nurainiwardahh	['@muhaiminmktr']
@anmeit Adakah bocoran Coldplay?	ahmad_harry	['@anmeit']
"@hdrxiao Haii semuanya, aku buka jastip untuk konser coldplay ya bisa join grup chat nya ini ya

https://t.co/mikEerM2yD"	9Syaha95403	['@hdrxiao']
"@BonnySidharta @0tk0il kalo nonton Coldplay mana bisa kita moshpit.. ngga akan bisa
#VideoColdplay"	AnashChan	['@BonnySidharta', '@0tk0il']
@rizal_akbar0910 @westenthu Nder merinding,semoga bisa nnton coldplay	ranychyntia	['@rizal_akbar0910', '@westenthu']
@lunar_lioness gas lah coldplay sekali seumur hidup	raisarrah	['@lunar_lioness']
@BonnySidharta Wkwk klo w tiap dengerin yg ada makin ngantuk, salah w nyari lagu cerita setel coldplay	irfaramx	['@BonnySidharta']
"Aku suka Coldplay. Tp tak sure @sitisuet suka ke tak 🤣🤣

For the past 4 years, asyik dgr nursery rhymes je"	najmirmaliki	['@sitisuet']
@idntlykeyou @Itsmekinannn Kalo jadi nonton Coldplay wkwkwk. Main doang tapi kaga balik tinggal sono 🤣	ibuksolekhan	['@idntlykeyou', '@Itsmekinannn']
@pspsspspsppp Coldplay hayoookkk, kam war kan tiketnya din lah 🤣	mamakziyad	['@pspsspspsppp']
@cozboysdontcry @ShofwanMuis @FaktaSepakbola @coldplay Ya kalau saya MENDING nonton Timnas VS Messi CS	Joyoboyoarema2	['@cozboysdontcry', '@ShofwanMuis', '@FaktaSepakbola', '@coldplay']
@RYUJlB Hai, Jian! My current songs aku lagu-lagu Coldplay soalnya Coldplay mau Asia tour. Jian suka Coldplay gak?	JMENNlE	['@RYUJlB']
@gwendo_neo @NadhirNasar Hi!! Tix details takde yg official lagi. Tunggu Coldplay announce at their platforms dulu kot. Yess jom la makan maggie 😅	nad_azman	['@gwendo_neo', '@NadhirNasar']
"BANGGALAH JIKA ANAKMU RAJIN SHOLAT Gus Baha https://t.co/cXBYBGwRTt via @YouTube 

#HalaMadrid Benzema Vini Coldplay Last Kiss

#kajiantafsirgusbaha
#gusbaha
#pengajiangusbaha
#ngajigusbaha https://t.co/VTzNzcDMRk"	ktgusbaha	['@YouTube']
@BonnySidharta Buat gw emang lebih keren darso ama bonga. Kalo ga ngapain beli albumnya. Mana masing2 cd sama kaset lagi pdhl isinya sama. Akwowk coldplay jelek. 😝	rxcmax13	['@BonnySidharta']
"@BonnySidharta @koiltv @santo91192 Dasar boomer, dikiranya yg bagus itu cuma angkatan black sabbath doang kaleee

COLDPLAY itu bagus,

Ga original...

Tapi BAGUS"	SoundOfYogi	['@BonnySidharta', '@koiltv', '@santo91192']
"Pak @ganjarpranowo berani gak kira kira membongkar ini ? Jika sdh menjabat nanti? Klo berani @KITA_1indonesia mau mencoblos anda pak
Jessica Milla Jokowi Coldplay malming malam Minggu"	KITA_1indonesia	['@ganjarpranowo', '@KITA_1indonesia']
@miamorkio aku ga pengen tapi fomo, tp pgn coldplay, pgn wtf juga	sskinnypandaxx	['@miamorkio']
@BonnySidharta Coldplay - fix you, ini judul lagu yg divideo ya 🤪	tnrnd_	['@BonnySidharta']
@coldplay Seokjin ❤️🔥	lixctp	['@coldplay']
"@westenthu Ga ada yang bilang ""lo jangan fomo dah, banyak fans coldplay di indo yg pengen nonton. Gegara org fomo kayak elu jd ga kebagian tiket."" ?"	ICuntTwoGel	['@westenthu']
@BonnySidharta Wkwk, prefer imagine dragons. Coldplay aneh cuy musiknya di telinga gw	gikken__	['@BonnySidharta']
@BonnySidharta jd ngulik coldplay yg viva forever ga?	possesedtomerch	['@BonnySidharta']
@adekumala Jd inget coldplay 2017 di sgp kmren nge war cuman modal macbook dengan internet indihome 10mbps aja dan anehnya selalu cepet di waiting room bahkan bisa bolak-balik beli tiket sampe 3x transaksi. Yg war di kantor pake inet kenceng (tapi pake pc windows) malah ga masuk samsek.	wonkywicked	['@adekumala']
@westenthu Wkwk gw dengerin Coldplay cuman dari album parachutes sampe album Viva la Vida or Death and All His Friends,abis itu ga dengerin lagi yang baru barunya kayak rada aneh aja album yang skrg2 menurut gw	Daggernote11	['@westenthu']
@santo91192 @BonnySidharta Coldplay skip bang, personilnya aja udah tua gini~ https://t.co/kr3rIAIkmL	IAmNotAnthony	['@santo91192', '@BonnySidharta']
@nikoygitu @warih @coldplay Wi Sik gandeng Ambi dek Natalia eh	ryobajuri	['@nikoygitu', '@warih', '@coldplay']
@ryobajuri @warih @coldplay Jinguk aku lali. Mesti do wis hensem kabeh wi...	nikoygitu	['@ryobajuri', '@warih', '@coldplay']
@stfunoir @BonnySidharta wkwk tolong hargain mereka” yg tidak menyukai aliran musik coldplay bang, mungkin bisa diubah jadi ‘okelah nder, aliran musiknya bukan lo bgt’ atau klo boleh keep aja sendiri gausah diqrt. sesimple itu🤌🏻	BonnieOhello	['@stfunoir', '@BonnySidharta']
@kopeT_Tahu Bang kopet open jasa war tiket coldplay???	carrisaghs	['@kopeT_Tahu']
"@NoContextBrits OASIS, 
MUSE, 
sisanya tau dikit doang.. 
mungkin coldplay..."	tigiRED	['@NoContextBrits']
@bayuerlangga29 Entahlah, Coldplay sih 4-5jutaan 🤣	muhhussen	['@bayuerlangga29']
@BonnySidharta 40% Yg nonton Coldplay cuman buat kebutuhan story dan mereka sama sekali engga tau lagu2nyaa	bbyy66uu	['@BonnySidharta']
@parsprotototo @IDWantsColdplay @coldplay @coldplayxtra @coldplaying Yaelah.. Coldplay ga cuma konser di INDONESIA. Lawan kita cuma artis2 dan orang2 yang mempunyai kelebihan, bukan SEA	BahsoanRaihan	['@parsprotototo', '@IDWantsColdplay', '@coldplay', '@coldplayxtra', '@coldplaying']
@mixuesomuch Kok aku jadi pengen nonton konser coldplay yah🤔	naspaaja	['@mixuesomuch']
"@koiltv Coldplay album pertama asik
Album berikutnya entah lah 😁
Nirvana dr album pertama sampe akhir keren 😁
Gw nunggu nirvana concert diIndonesia aja 😁🤘"	eka_internist1	['@koiltv']
@blindedbyeol Mau anjir tp klo coldplay dpt gimana 😭	manusiarumahann	['@blindedbyeol']
@salvatoreesh iya woiii pikiranku jga gitu, KAPAN LAGI KLO BKN SKRG??, tpi balik lagi masalahnya duit, klo nanti misalkan ga bisa ke gbk nonton Coldplay, aku bakal tetep ke gbk wkwkwk, nonton dri LUAR STADION AJA LAH😔🙏	akmaludin2001	['@salvatoreesh']
@rizkyputra18 Nya nu jelas mah beuki coldplay atuh. Geus mahiwal ti basic ge.	loudwiredd	['@rizkyputra18']
@akmaludin2001 tapi kapaan lagi coldplay concert di indonesia😩	cherlyraaa	['@akmaludin2001']
@salvatoreesh HUAAA, aku kpngen nntn hindia lgi tpi blm kesampaian,bru sekali nntn diice bsd Desember kmrn,krna deket dri rumah, skrg blm ad info konser hindia lgi didaerah tanggerang:(, mana hrus nabung buat konser COLDPLAY YA GA SI,tpi ga bisa kyknya woi,buat ntnn fast x sama spider gmn😔	akmaludin2001	['@salvatoreesh']
@adit_insomnia tinggal nunggu info resminya aja dr @coldplay comes to Jakarta, war ticket pasti alot bgt ni.	rakaouch	['@adit_insomnia', '@coldplay']
@Ndrorxx Mungkin nanti wktu slank atau coldplay	jerseyliginabox	['@Ndrorxx']
@sskinnypandaxx kapan lagi ngerasain euphoria konser coldplay	miamorkio	['@sskinnypandaxx']
lu inget ini g bang @adit_insomnia ? the real omongan adalah doa ini, dari euphorianya sih Coldplay udh 80% dtg ke Jakarta.	rakaouch	['@adit_insomnia']
@adit_insomnia masi nunggu bgt RHCP, John Mayer &amp; Coldplay dtg ke Jakarta.	rakaouch	['@adit_insomnia']
Pingin denger fix you di nyanyiin langsung sama @coldplay 😭	KNJthemoonchild	['@coldplay']
@evaaputriy Haloo kaa aku trused 100% yaa, bisa langsung cek pinned twitter ku untuk tnc jastip coldplay yaa, thankyouu!^^	leetaeyo0ng	['@evaaputriy']
@asfaqistina Jom ahhh tapi kau lyn ke coldplay haha	niesa333	['@asfaqistina']
@xdidiandrax Coldplay lame ah. Layan utk karaoke boleh la. Muse lagi power	wrj_AAVV	['@xdidiandrax']
@Prambors @coldplay Ditunggu give awaynya mint	elephantstar___	['@Prambors', '@coldplay']
@hanaregaza Nooo. Coldplay aku akan pegi dekat Sydney. Dont want KL hahahahhahaha	aliffpadzi	['@hanaregaza']
@BonnySidharta Jadi inget waktu jimi ledekin coldplay wkwk https://t.co/CC8JOxTPee	indrawan00000	['@BonnySidharta']
@aswaliaaa Betui, setuju they peaked at viva la vida. Imo Coldplay fans sekarang minat live performance feel je, sebab concert dia a whole thing bukan enjoy lagu je.	evvok	['@aswaliaaa']
"@nikoygitu @warih @coldplay Wakakkaka....kan Ndak enek ndek twiitt kan .

Salut pokmen pas Ambi iku"	ryobajuri	['@nikoygitu', '@warih', '@coldplay']
@ryobajuri @warih @coldplay Wo.. nyebut merek. Untunge aku wis diblok.. 😄😄😄	nikoygitu	['@ryobajuri', '@warih', '@coldplay']
@stfunoir @BonnySidharta Kenapa hrus jaga perasaan….emang ada yg sakit hati ya kalo orang ga suka lagu coldplay!!	winotsky	['@stfunoir', '@BonnySidharta']
@starmahisa @koiltv Lah bener dlu band ini di undang di acara RW gw di margahayu raya bandung saat 17agustusan,bawainnya lagu coldplay satu album 🤣 dlu blm terkenal.Gk lama ehh liat ni band di tv,nidji - child judul lagunya berbahasa inggris wkwkwk	LuJauh	['@starmahisa', '@koiltv']
@izebethh coldplay oi, belanja tiket pls	wnsyhd_	['@izebethh']
@santo91192 @BonnySidharta Yang bagus itu The Black Dahlia Murder . Kenapa ? Karna gue gak suka coldplay . Kenapa ? Karna bukan selera musik gue . Dengan selera musik masnya yg tinggi masnya pasti paham banget .	invrfndmyself	['@santo91192', '@BonnySidharta']
"@nurlisaulfa Aku ga apal lagu coldplay blasss samsek. Bahkan baru tau vocalisnya namanya chris tahun ini, itupun gegara nonton wawancara dia di elle pas ceritain anaknya 😭☝🏼

Bukan mau pick me, tp emang gak terlalu suka musik. Dan bukan seleranya jugak 😅"	shintaprama	['@nurlisaulfa']
@tianatresnas enggaaa coldplay band jelek	Fianarditya	['@tianatresnas']
@SiaranBolaLive Ijin menambahkan,, coldplay mau didatengin ke indonesia nov nanti aja sarat akan kepentingan Politik yg besar banget.. kita lihat kl emg jadi siapa yg dpt panggung disitu..	Arfannn1	['@SiaranBolaLive']
@sacrilerge sama seperti Beatles, Coldplay emg band ga enak	booyokk	['@sacrilerge']
@faezahana Beli je, tak beli pon duit habis ke benda lain. Milan pon milan la janji coldplay	cahayanurs_	['@faezahana']
@betahacege Bntr lagi ada Coldplay 😍	MbudDull	['@betahacege']
"@santo91192 @what_oni @BonnySidharta Segera cek ke dokter spesialist THT. Rusak soalnya selera musiknya dan pendengaran anda. Sekelas Coldplay anda bilang galak. Terus yang gak galak itu apa?
Koil @koiltv atau hijau daun ?"	marioaldila	['@santo91192', '@what_oni', '@BonnySidharta', '@koiltv']
@itssecondpluto halo kak, kita open jastip coldplay ya. diurus sampai data pribadi minat bisa dm kita*^	tixseoulution	['@itssecondpluto']
@dindasefty halo kak, kita open jastip coldplay ya. diurus sampai data pribadi minat bisa dm kita*^	tixseoulution	['@dindasefty']
@nikkoilham tapi kalo ga nonto  coldplay, takutnya keburu pensiun mereka yak:(	eldestone_	['@nikkoilham']
@cuzidontcr halo kak, kita open jastip coldplay ya. diurus sampai data pribadi minat bisa dm kita*^	tixseoulution	['@cuzidontcr']
@cigarettaftrsad @adekumala Kalem kita sewa warnet kusus buat war coldplay wkwkw	sleepbbae	['@cigarettaftrsad', '@adekumala']
@BonnySidharta Ngga seenak coldplay wkwkwkwkwkk	rizkimochi_	['@BonnySidharta']
@BonnySidharta Kak suka Coldplay juga?	jastairvine	['@BonnySidharta']
@falsegwod ga ada angin gada ujan nyenggol di twit coldplay (udah diapus tp)	maroonslegacy	['@falsegwod']
@_anasconda Coldplay gak sehh	ur_inamorato	['@_anasconda']
@eiclairs Istiqomah mau nonton Coldplay. 😭	ciumzan	['@eiclairs']
@gimenmerdeka @westenthu Ga ada Coldplay disitu	Syaifull_1697	['@gimenmerdeka', '@westenthu']
"@westenthu Banyak yang gua tau lagunya tapi gak bisa ikutin liriknya jdi kalo nyanyi Coldplay cuma wesweswesssss doang, tapi kalo lagunya yg ""Something just like this"" gua beneran hafal😁😁 https://t.co/u6lOSYlJAt"	Meltfulufulu_	['@westenthu']
@Itsmekinannn Eh kalo gue jd nonton Coldplay kemungkinan bakal ke jkt sih wkwkwwk	ibuksolekhan	['@Itsmekinannn']
@khairkhadri Cuba tanya orang tu balik khair berapa rate untuk Coldplay ?	dzulmuazzem	['@khairkhadri']
@banjarbase coldplay, kodaline, finneas, ed sheeran, pink floyd, bon jovi, mltr behh galaunya nyelekit	demonhumanoid	['@banjarbase']
@starfess Pengen coldplay gak stan tapi apal lagu lagunay	Prettyobiwan	['@starfess']
@delustlicious Jangan lah hahaha blom ntn coldplay	lisztomania234	['@delustlicious']
@jihyeonaa_ @ffnissa Akan nonton coldplay kalau pkpp kelar #sikap	aininoraa	['@jihyeonaa_', '@ffnissa']
@BonnySidharta Wuih rame banget ya, kayak konser coldplay. :)	samacksamakk	['@BonnySidharta']
@Tommygigachad coldplay, terus lu jual murah ke gua	whooooooooooru	['@Tommygigachad']
@IDWantsColdplay Anyway here we go again🥱 calo2 yg udh nawarin tiket coldplay early bird wkwk https://t.co/b3VPX0CExJ	pinksthescene	['@IDWantsColdplay']
"@nurlisaulfa Hahaha iya bener siihhh. Hapal rukum iman rukun islam nanti ditanya malaikat wkwk.

Chvrches itu bacanya piyeee? Itu band apalagi??
😂😂

Tapi kadang gitu ya, orang gak suka/gak tau coldplay langsung jadi di posisi unpopular opinion wkwkw"	shintaprama	['@nurlisaulfa']
@simply812 aku bukaa jastip tiket coldplay bisa dicicil	awloola	['@simply812']
@sacisfying DI AKUU JASTIP TIKET COLDPLAY BISA DICICIL	awloola	['@sacisfying']
@dindasefty Mampir yuk jastip tiket coldplay bisa cicilan	awloola	['@dindasefty']
@cucukyupii MAMPIR AJAA JASTIP TIKET COLDPLAY BISA DICICIL	awloola	['@cucukyupii']
@cuzidontcr MAMPIR AJAA JASTIP TIKET COLDPLAY BISA DICICIL	awloola	['@cuzidontcr']
@minaldudul MAMPIR KAKK JASTIP TIKET COLDPLAY BISA DICICIL	awloola	['@minaldudul']
@howardxpotts MAMPIR KAKK JASTIP TIKET COLDPLAY BISA DICICIL	awloola	['@howardxpotts']
@gajadinangis BOLEH MAMPIR JASTIP TIKET COLDPLAY BISA DICICIL	awloola	['@gajadinangis']
@kauaiioo BOLEH MAMPIR JASTIP TIKET COLDPLAY BISA DICICIL	awloola	['@kauaiioo']
@kimtaehoonie BOLEH MAMPIR JASTIP TIKET COLDPLAY BISA DICICIL	awloola	['@kimtaehoonie']
@AciMocca BOLEH MAMPIS JASTIP TIKET COLDPLAY BISA DICICIL	awloola	['@AciMocca']
@celixalexandra YANG MAU JASTIP TIKET COLDPLAY MAMPIR BISA DICICIL LOHH	awloola	['@celixalexandra']
@Oldestale hi kak jika butuh jastip coldplay bs kita bantu ya, bs d cicil sampai h-7 , cek testi2 kita di likes ya thank u	kpoptickets	['@Oldestale']
@dwikaparama Kado ulang tahun putu lanang berupa tiket coldplay juga boleh dialihkan ke emaknya lho	PuspitaHapsari	['@dwikaparama']
@amnrsd7 Ok min sekarang gak aku dengar semua lagu coldplay	dizekkkk	['@amnrsd7']
@shintaprama Eniweiii jd pengen cerita, di tour Eropa nya Coldplay kemarin, mereka gaet CHVRCHES buat jadi band opening di konser nya. Jujur, kalo mau compare dua band itu, Aku malah lebih suka CHVRCHES dibanding Coldplay wkwkwk	nurlisaulfa	['@shintaprama']
@tanyakanrl Btw, sendernya artinya gak akan nonton Coldplay di Jakarta bulan November nanti ya? Entah itu karena kebawa hype orang-orang dan jadi FOMO, atau alasan lainnya, soalnya mereka dr Inggris kan 🤭🤭🤭	R4ZORCANDY	['@tanyakanrl']
@shahiradn Tahniah shadin. Selamat pengantin baru. Slot untuk coldplay saya jangan lupa	_Zulkarnain96	['@shahiradn']
"@hynewrule @BonnySidharta wkwkw aku jujur aja dengerin coldplay full album yg sampe repeat play mentok di viva la vida yung.
mylo xyloto denger tapi yg biasa aja. abis itu paling play yg hits2 doang"	pandamlaks	['@hynewrule', '@BonnySidharta']
@MasAmalinaIdayu @Stzlkhaaaa @RifSuhaile @AniqueIskandar Sorry kun. Aku tak nampak dh plan coldplay ni, kl je kasi jadi	qirararara	['@MasAmalinaIdayu', '@Stzlkhaaaa', '@RifSuhaile', '@AniqueIskandar']
@demonhumanoid @banjarbase bgawi smpai tipes dlu nh skira kw nntn coldplay	f4timwahhh	['@demonhumanoid', '@banjarbase']
@pandamlaks @BonnySidharta aku coba dengerin yang dia ft sama selena sampe BTS, nyawa coldplaynya ilang menurutku, kaya bukan coldplay😅	hynewrule	['@pandamlaks', '@BonnySidharta']
@kapkivoc Di indo, di sokor sama aja. Mangkanya army banyak berharap bangtan punya fans kaya coldplay.	lovelineea	['@kapkivoc']
@fosilgemoy indonesia open tahun ini juga lebih mahal dari konser , kata humasnya malah harga tiket konser coldplay lewat :(	Wheeta05	['@fosilgemoy']
@banjarbase komser artis lokal di banjar, panitianya problematik, mending tabungin buat coldplay aja 🤡	demonhumanoid	['@banjarbase']
@pianhakim_ coldplay lagi. fakk	m_nhusaini	['@pianhakim_']
@BonnySidharta Lagu coldplay yg baru2 memang kurang enak aja dibanding lagu lamanya, apakah mungkin karena mereka sudah tobat ? 😂 https://t.co/8e6uuzQCoB	yourr_bigboy	['@BonnySidharta']
@mau_tau_aja_lo @raayien15 @baryoism @rotiimariie Ayo rayu lagi mayan duitnya buat nonton coldplay haha	febkun	['@mau_tau_aja_lo', '@raayien15', '@baryoism', '@rotiimariie']
@santo91192 @BonnySidharta Ah, bagusan Soneta, kok. Coldplay mah biasa aja 😜	zulfajriramadan	['@santo91192', '@BonnySidharta']
@ssefnum Hi. Suka lagu coldplay yang mana aja?	vrelvety	['@ssefnum']
@linaamellia Ntn coldplay ajasi mel	EjazAS	['@linaamellia']
@easierrrtostay hai kak kita masih open jastip buat coldplay ya. feel free to ask by dm^^	tixseoulution	['@easierrrtostay']
@convomf Keinginan dalam waktu dekat	SORAZKl	['@convomf']
@tabul_ian Bukan mau liat coldplay jadi liatin penonton	senoritoll	['@tabul_ian']
wuih rameeeee, saatnya drop jastip💸 @tripkitaidn_ uda slot utk jastip tiket konser coldplay, limiteddd slot🥳	anandasjasmin	['@tripkitaidn_']
@Aminohouse @adekumala Tenang, BTS aja dapet masa Coldplay ga dapet 🙈🤞🏻	amandachita	['@Aminohouse', '@adekumala']
Sebab ni kene guna @shopbackmy sbb ni la dana ticket coldplay hahahahahaha. 🤲🏻🤲🏻🤲🏻 https://t.co/vcgpCKFsEt	inazallya	['@shopbackmy']
@syakiroar bawak bakal suami prgi concert coldplay	gorengboi	['@syakiroar']
"@AlfredLimbong @adekumala Karna di OZ &amp; NZ November dan Manila Oktober, harusnya sih Jkt di Oktober juga.

Berharap udah deal sama promotor tapi belum di-announce karena takut ketutup hype Coldplay."	tweetsbyrayyy	['@AlfredLimbong', '@adekumala']
"@rulikhaerulsyah masi galaw coldplay or 1975.

dicari : calo (seikhlasnya) war coldplay 🫠"	mrstalodia	['@rulikhaerulsyah']
@IDWantsColdplay @coldplay @coldplayxtra @coldplaying Berharap tiketnya ada yang 1jt an, biar mahasiswa pengangguran gini bisa ikut nonton🥲	Trianoviantikaa	['@IDWantsColdplay', '@coldplay', '@coldplayxtra', '@coldplaying']
@nfrhnlhsna Kang terberanak kat situ dah jadi anak concert coldplay. Cukup la yang baka p*skal	harithpaimin	['@nfrhnlhsna']
coldplay lu buat banyak kuota tiket aja dh anjing pasti banyak yg mau nntn bgst. takut gk ke bagian 😭😭 @coldplay	fwairyshasa	['@coldplay']
@Krowbar13 coldplay yang lagunya oa oa itu ya?	aldeeey_	['@Krowbar13']
