content	username	mentioned
"DALAM MASALAH INI HUKUM HARAM BISA BERUBAH MENJADI WAJIB Gus Baha https://t.co/g1afLih1xD via @YouTube 

Bellingham Coldplay kasad dudung abdurachman Pakuwon Tidur lee minho Gus Baha Sukoharjo Messi

#GusBaha 
#pengajiangusbaha
#ngajigusbaha
#kajiantafsirgusbaha
#Trending 
#FYP https://t.co/NRrXQGAa5M"	ktgusbaha	['@YouTube']
@emffnfn Coldplay? Wkwkwk	ksatriakoala	['@emffnfn']
@daeesicc Di web nya coldplay belom ada konfirmasi 😭 masih jadwal tour US	minggudesu	['@daeesicc']
@AndeniAuria Saranku baik ikut jastip sih 😂 kecuali kam wani ots dan rasaku harganya pasti tetap mahal karna in coldplay	saelonophile	['@AndeniAuria']
@ayika117 Coldplay waee	nondesistasz	['@ayika117']
"@dmayaputri Sekelas band lokal indo aja pada tinggi2an hp, palagi yg sekelas coldplay coi 😌

Weekly event ketipu tiket mungkin akan lebih sering muncul sih 😂

Yg dr luar kota, nonton coldplay hampir setara 1 bulan gaji kalo dikira2, excl akomodasi selama di Jakarta lo wkwkw"	inipriyanggaaa	['@dmayaputri']
@IDWantsColdplay @coldplay @coldplayxtra @coldplaying Aarreggggggg gemeteran langsung gw	catokanlurus	['@IDWantsColdplay', '@coldplay', '@coldplayxtra', '@coldplaying']
@oktvne Kak Coldplay jadi beneran ke indo nih 😂	HudaM_16	['@oktvne']
@westenthu di ponti kalo yg sering lewat ayani arah bandara pasti tau ad banner coldplay bulan mei tglny lupa gk tau bener apa kagak soalny cmn baca sekilas lokasi banner di depan kubu resort koreksi kalo salah soalny gw baca cmn sekilas  dan itu banner emg gede	ainzwatdepak	['@westenthu']
oke fix gw nabung buat coldplay. @bacotkymak gaskann	skalaskele	['@bacotkymak']
"@rut5lv wahh tangsel mananya kaa?? rumahku deket dari tangsel hihihi
boleh boleh kak yuk kapan kapan atur jadwal aja wkwkw
Iyaa kak bagus bagus bulan ini apa lagi kalo nanti jadi ada konser coldplay haduhh haruss nabungg"	Bayiibesarr	['@rut5lv']
coloratura harus si diperformin ga kebayang live nya gimana nnt digbk. bismillah see u @coldplay 🤲 #MusicOfTheSpheresWorldTour	daggerword	['@coldplay']
@celixalexandra PLEASE YA TUHAN PLEASE AKU MAU NONTON COLDPLAY!!!! 😭😭😭😭😭😭😭😭😭😭😭	_____INITEH	['@celixalexandra']
"@gemgurll_ coldplay sek judul lagune ""sanes"" ta?"	SaefulAriff	['@gemgurll_']
@eveninx Terus tiba2 bnrn coldplay trs uang klean dibalikin tb2	musetaghfiriash	['@eveninx']
Bang @coldplay tiketmu oleh 400ewu ora ??	Gregoriusbetet	['@coldplay']
@IDWantsColdplay @coldplay @coldplayxtra @coldplaying Moga kebagian tiket nya	aand_tjg	['@IDWantsColdplay', '@coldplay', '@coldplayxtra', '@coldplaying']
@_anggihasibuan_ Kalo coldplay sekipp	SiPalingBiru	['@_anggihasibuan_']
@stellatellii sabar kak biarkan sipaling coldplay ngomyang	inibiting	['@stellatellii']
@stellarthalia pengen coldplay, pengem baby metal, pengen bmth juga :)	gapyourbae	['@stellarthalia']
@futheeee @celixalexandra Haii ka, aku open jastip tiket Coldplay udah sering handle jastip tiket konser. Testimoni bisa cek Ig: kpopshop_77 ya 🥰	JMFerana	['@futheeee', '@celixalexandra']
2023 adikku belum pernah dinonton @coldplay , Apalagi ntn #Coldplay bareng superstar. https://t.co/Q9XMVYw3YP	frogstoneco	['@coldplay']
@vanyla0 WKWKKWKW DM NAY BUAT NONTON KONSER COLDPLAY	feairyrosiee	['@vanyla0']
once again, terima kasihhhh @coldplay 🫶🏼	kikiaqifah	['@coldplay']
@rimbapartikel Bu rudy gus baha kecelakaan chindo ari irham sukoharjo coldplay bumn halal bihalal EXO-L	sastroentertain	['@rimbapartikel']
"@depichann pgn nonton coldplay tp gada ayang :"""	abcedefghinoo	['@depichann']
@convomf Blm official nderrr https://t.co/Pf7axmQOBW	seblaccute	['@convomf']
@megalagol @IDWantsColdplay @alienradiofm @coldplay Pengungumannya tgl segitu?	pratamaditt	['@megalagol', '@IDWantsColdplay', '@alienradiofm', '@coldplay']
@angewwie yg ada smw org indo pada ke nikahan u buat makan sambil nntn coldplay	xyphrenia	['@angewwie']
@sosmedkeras Bisa buat konser Coldplay bentar lagi	LinaYustie	['@sosmedkeras']
@matchaayayu HAHAHAHA Coldplay dulu, TXT taun depan pasti kesini lagi.	dex_dxtr	['@matchaayayu']
@Jayaak_ om minta uang om buat ntn konser coldplay	amalialuthfi_	['@Jayaak_']
"Update koleksi wallpaper yuk disini https://t.co/TNCXcI6FEn Biar makin betah dirumah.

Jangan lupa ya follow @RcnShop33 buat info produk lainnya #MurahTrendiCheck

#HARAM KAI WAMIL Chindo #SFxแก๊งการ์เดียนส์Day1 Ari Irham Sukoharjo Coldplay Gus Baha #WomensDay #anisd #MetGala"	RcnShop33	['@RcnShop33']
@nnzhraazy @sandiuno coldplay belum rilis info resmi kan?	ovayl	['@nnzhraazy', '@sandiuno']
@ciasenju Kalo iya, gila sih pertengah nov coldplay belum ada sebulan Abel🥲	thickskullllll	['@ciasenju']
"RONY PARULIAN - KISAH SEMPURNA (MAHALINI) LYRICS VIDEO https://t.co/sp7sNnQLDq via @YouTube 

Sarwendah Ari Irham BUMN Chindo Bu Rudy Sukoharjo #JISOO #TheGoodBadMotherEp3 Messi Rachel Gus Baha Coldplay May the 4th taylor EXO-L The Moon TAEYONG SOLO IN JUNE #bornpinkinjakarta"	BajajktM	['@YouTube']
@yourmochi95 Coldplay konserr kak kataaa akuu mahhh, soalnyaa nunggu coldplay ke indo lagi tuhhhh bisaaaa lamaaaaaaaaa buangettttttt 🥲🥲🥲	hellorivaa	['@yourmochi95']
@IDWantsColdplay @coldplay gk pny duit anjim	bundleofmiwa	['@IDWantsColdplay', '@coldplay']
@namaygunik Kayaknya ngedate di konser coldplay deh e 😭	hiddennotwell	['@namaygunik']
@Rtnaypspta Klo resign gak bisa nonton coldplay 😭😭😭	elenanovp	['@Rtnaypspta']
@coldplay @rethayee jakartaaaa	firzadwp	['@coldplay', '@rethayee']
@tokopedia Mintoo jgn lupa nanti adain GA tiket konser Coldplay ya, aku siappp utk ikutan hehe 😁	5ecretcodes_	['@tokopedia']
@westenthu siapapun yg tukang jastip dan mau serah terima dan bayarnya COD reply dong. biar ga tipu2-males soalnya apalagi coldplay yg super high demand di indo konsernya, ngeri bnyk scam pasti	isaidyesssss	['@westenthu']
"@kepengenmain @celixalexandra @sherrrockya @sanjuniar1 @andiano_dewata Wota nntn jeketi ❎
Wota nntn coldplay ✅"	dummyy____	['@kepengenmain', '@celixalexandra', '@sherrrockya', '@sanjuniar1', '@andiano_dewata']
@dekgits Oiyaaaaa baru inget 🫠🫠🫠 tiket coldplay mahal yeesss 🤘	megamaraditya	['@dekgits']
@westenthu ada uang juga ga mesti beli kok, ga bikin mati juga ga nonton live coldplay	destanuevo	['@westenthu']
@NOAH_ID kalo jadi opener nya @coldplay gue rela beli tiket dan harus sampai dapet sih	gagituraiii	['@NOAH_ID', '@coldplay']
@ditafebrianna WKWKW GPP. Sebenernya pengen juga Coldplay bawain the astronaut ft JIN, tapi JIN masih wamil 😩	nushaibahh	['@ditafebrianna']
@dyanayaja Kalo kata orang2 minimal sekali nntn coldplay 🥹	brie2910	['@dyanayaja']
@angewwie Bisaa, nanti beli tiket konser coldplay aja terus nikahnya di dalem konsernya 👌🏻	amelsg	['@angewwie']
@westenthu wkwkwk kyknya yg waktu itu akun2 yg sempet post coldplay di delete semua deh, mungkin nanti biar promotornya yg ngepost duluan, kurang tau permintaannya emg begitu atau gimananya	skkngwr_	['@westenthu']
@Fardhan_Wahbi bukannya bagus ya yg nonton banyak? bisa jadi posers dan hedonists jadi beneran fans dan datengin cuan buat coldplay. kalo cuma fans, i believe ga semua bisa dateng dan memenuhi seat karena terkendala duit, jarak, waktu, dll.	potonganbolu	['@Fardhan_Wahbi']
@f3vrier COLDPLAY PRIORITAS WKWKKWW	KultusKaleng	['@f3vrier']
@convomf Masih belum yakin sebelum official Coldplay yang konfirm sendiri 😌	hiimawari107	['@convomf']
@rizal_septyan @sbyfess Betull!!! Mumpung ada kesempatan nonton coldplay jadi gunakanlah wkwkkw	bubububuuu_	['@rizal_septyan', '@sbyfess']
"""Coldplay Gelar Konser di Jakarta 15 November 2023, Simak Yuk Harga Tiketnya""

Kini, media sosial dihebohkan dengan rumor yang menyebut kalau Chris Martin, dkk akan menggelar konser di Stadion Utama GBK pada 15 November 2023.

https://t.co/DO0V73r0eH lewat @tribunjualbeli"	TribunJualBeli	['@tribunjualbeli']
@kpuspajayanti Emang Coldplay akan ke Jakarta, Kecccc???	moshokkksih	['@kpuspajayanti']
@IDWantsColdplay @coldplay Jastip tiketttt?	bornt00die	['@IDWantsColdplay', '@coldplay']
@sagwajixx Jujur, gue kalo coldplay beneran confirmed gak akan mikir 2x udah pasti GUE MILIH COLDPLAY. Cong kek keajaiban dunia akhirnya belio2 mau mampir kesini padahal ni kasus korupsi disini lagi gede2nya 😭😭😭	riebaebae	['@sagwajixx']
@tanyakanrl nonton konser agust d sm coldplay, punya motor, punya rumah, punya duit banyak	vhdayn	['@tanyakanrl']
"@brenbrndn Sumpah tahun ini bener bener dikuras ini dompet 😭
Wtf dah, tinggal Coldplay sm Bang danil sksksksksk"	idvanmln	['@brenbrndn']
@demitassed I'm a casual listener of Coldplay, mas. Yah... sayang banget gak bisa nonton.	paflace	['@demitassed']
@Ulyaadee Halo kak! Kita buka slot buat Coldplay nanti kalo udah ada konfirmasi resminya😍 untuk proof dan testi ada di bio / like kami ya. Stay tuned for info buat slotnya🤍	wartiketidofc	['@Ulyaadee']
@futheeee Halo kak! Kita buka slot buat Coldplay nanti kalo udah ada konfirmasi resminya😍 untuk proof dan testi ada di bio / like kami ya. Stay tuned for info buat slotnya🤍	wartiketidofc	['@futheeee']
@suitpods_ Halo kak! Kita buka slot buat Coldplay nanti kalo udah ada konfirmasi resminya😍 untuk proof dan testi ada di bio / like kami ya. Stay tuned for info buat slotnya🤍	wartiketidofc	['@suitpods_']
@amaziaptr Halo kak! Kita buka slot buat Coldplay nanti kalo udah ada konfirmasi resminya😍 untuk proof dan testi ada di bio / like kami ya. Stay tuned for info buat slotnya🤍	wartiketidofc	['@amaziaptr']
@celixalexandra Emang udah fixed coldplay bakal tampil d  gbk ?	saadahsiti84	['@celixalexandra']
"Coldplay Konser di Indonesia Bulan November? Sandiaga Uno Minta Fans Tunggu Info Resmi
 
https://t.co/f4FKxGyhSN via @TribunTravel"	TRIBUNTravel	['@TribunTravel']
@paflace Suka. One of my goals sebenernya nonton Coldplay seenggaknya sekali seumur hidup tapi ternyata pas liat roster itu mas gak cuti hahaha yasudahlah.	demitassed	['@paflace']
"@celixalexandra jangan smpai ada petugas parpol yg kebelet jadi penguasa yg dipoles jadi Fans dadakan Coldplay,bermodal nonton konser dan kaos band.. ""wuih,suaya ini fans coldplay sejak SMA"".

Hal ini pernah terjadi dimasa lalu 😬"	hayani25	['@celixalexandra']
@Box2boxID @coldplay gk lah	SampahFajar	['@Box2boxID', '@coldplay']
@convomf kemungkinannya sih iya karena udah dispill pak Sandiaga Uno, nder. tapi tetep harus tunggu official announcement baik dari promotor maupun dari official Coldplay nya sendiri ya buat info pasti. 🫶🏻	Kitsuch	['@convomf']
@angewwie coldplay x organ tunggal	bukan_onterr	['@angewwie']
@tanyakanrl Dulu juga pernah ada hoax coldplay bakal ke indo wkwkw udah beberapa kali hoax gtuan lewat mulu tiap coldplay konser ke asia,tunggu aja ngapa sih dri pihak coldplaynya	Supri50_	['@tanyakanrl']
@everyjeonsa gakpapalah biar skalian tiket pswt wkwk semoga deh mau cari section jauh kalo coldplay mah	mingyueyo	['@everyjeonsa']
@amaziaptr halo kak. kita open jastip but coldplay. diurus sampai fisik. feel free to ask ya^^	tixseoulution	['@amaziaptr']
@Box2boxID @coldplay nonton dong, lagian coldplay udh mau pensiun🙃 semoga bisa menang bersaing war tiket!	isaidyesssss	['@Box2boxID', '@coldplay']
@carameilst halo kak. kalau butuh jastip, kita open jastip but coldplay. diurus sampai fisik. feel free to ask ya^^	tixseoulution	['@carameilst']
@jakeeeygf Bukaan itu coldplay	pjsyj__	['@jakeeeygf']
@Ulyaadee halo kak. kita open jastip but coldplay. diurus sampai fisik. feel free to ask ya^^	tixseoulution	['@Ulyaadee']
@suitpods_ halo kak. kita open jastip but coldplay. diurus sampai fisik. feel free to ask ya^^	tixseoulution	['@suitpods_']
@beasraskin_ dhlhhh coldplay sjjj	your50percent	['@beasraskin_']
Degdegan bgt nunggu official announcement konser @coldplay &gt;&lt;	stress_realise	['@coldplay']
@vyoxyyy kalo coldplay yg murce kalo svt yg sc amin	mingyueyo	['@vyoxyyy']
@demitassed Mas suka Coldplay?	paflace	['@demitassed']
@lidicaine @celixalexandra itu kan tulisannya news coming 9 May 2023, berarti belum fix. fix yg gw maksud itu ya kalau udah official dari pihak Coldplay nya.	tawakkaI	['@lidicaine', '@celixalexandra']
@BankMegaID Bener banget, semalem aja tiba-tiba Coldplay jadi kesini ya min😭 semangat nabung💪🏻	yourtami97	['@BankMegaID']
@tanyakanrl KTI dan UKOM lancar. Nikah. Ke Karimun. Nonton konser Coldplay. Aminnnn	dudiidudiidam	['@tanyakanrl']
coldplay asia udh ada tanda2, eras tour asia kpn mom 🙂 @taylorswift13	tissuepanda	['@taylorswift13']
@realmadridindo1 Duit saweria dipake buat nonton coldplay	fahmiiiiii14	['@realmadridindo1']
@westenthu kita tunggu di official web coldplay	jijunnnn	['@westenthu']
@hanindiyadl @celixalexandra Stay tuned on https://t.co/HU8FusO18k untuk jastip coldplay nya kak. Tanya2 di dm aku juga bisaa. Seluruh testimony ada di highlights ig atau pinned tweet yah🔥	pratiwiart	['@hanindiyadl', '@celixalexandra']
@monnafinisya Stay tuned on https://t.co/HU8FusO18k untuk jastip coldplay nya kak. Tanya2 di dm aku juga bisaa. Seluruh testimony ada di highlights ig atau pinned tweet yah🔥	pratiwiart	['@monnafinisya']
@nurhandayaniii Stay tuned on https://t.co/HU8FusO18k untuk jastip coldplay nya yaah kak. Seluruh testimony juga ada di highlights ig kaak.	pratiwiart	['@nurhandayaniii']
@endaaRN @celixalexandra Stay tuned on https://t.co/HU8FusO18k untuk jastip coldplay nya yaah kak. Seluruh testimony juga ada di highlights ig kaak.	pratiwiart	['@endaaRN', '@celixalexandra']
@cutiesbubu Apaan anjir,coldplay paling murah 3jt???	alikanadh	['@cutiesbubu']
@apriyadidit @sbyfess langsung kebayang vokalis e coldplay virgoun, anjay	AgataDiguna	['@apriyadidit', '@sbyfess']
@cumsbu nonton dong,,temen gua jg rela nonton demi coldplay,,kpn lg coldplay kemari https://t.co/D6I1tHtqtg	shwaca	['@cumsbu']
@bazkoro Kapan dah tiket coldplay bisa dibeli?	LePetra	['@bazkoro']
"@sagwajixx Coldplay tuh semacam keajaiban dunia mau mampir indonesia, kalo nct nanti juga dateng lagi.

Setuju sama temenmu hahaha"	kartykadewi	['@sagwajixx']
@Box2boxID @coldplay Ya allah ke sampean ke	fadhlulhaq	['@Box2boxID', '@coldplay']
@loliapo_ jadi mau ikut kita apa nunggu coldplay?	ilonaazzzz	['@loliapo_']
desember aja gimana om ? @coldplay	belongtotae	['@coldplay']
@loliapo_  jadi mau ikut kita apa nunggu coldplay? https://t.co/bqoqU8zgKB	ilonaazzzz	['@loliapo_']
@aan__ Ngga lagi sakit si, cuma capek+ngantuk aja. Lagi kelas pelajaran agama terus ketiduran, mimpi walisongo lagi bikin lagu sama Coldplay😭😭	Hwanayas	['@aan__']
"🗣️Mohammad Prapanca: ""Persija juga berencana menggelar trofeo dengan dua klub lokal lainnya."" [@kumparan] https://t.co/3sRe7BZtlv"	JakzRedss	['@kumparan']
@tanyakanrl lu kalo mau nonton demi bts gausa dah anjing menuh2in slot doang, fans coldplay di indo aja udh banyak bgt dan lu dateng demi 1 lagu doang	sqainz	['@tanyakanrl']
@your50percent Tpi aing pengen juga nonton coldplay 🥲	beasraskin_	['@your50percent']
@smileyrelin duitnya woii coldplay tiket udah 4.4jt blom pesawat hotel transport makan, kalo the weeknd juga yg ada gua jual ginjal lin😢	mienteri	['@smileyrelin']
@nidiamustikaa yg coldplay brp ya min kira2 vip	agbrilyan	['@nidiamustikaa']
@monotriasz skip don kuliah lu masih banyak di rabu lain tp coldplay cuma rabu itu 🥹	starhaver	['@monotriasz']
@deleinca beb kipop udh sering lho mosok ga mau coba nain dingin alias coldplay 😆😔	psychosath	['@deleinca']
@geciaaaaa wkwk pinjol demi coldplay	xxdzhbych	['@geciaaaaa']
@celixalexandra Nangiisssss Coldplay beneran😭	annisawidi	['@celixalexandra']
@westenthu Tiket honne aja segini yak paling murah 900k apalagi coldplay ntar 😔	iyakan_	['@westenthu']
*siap siap nonton Coldplay @gogochiiii ~~~~ Self reward 2023 . wkwkwkwkwkwk	iwiniww	['@gogochiiii']
@treasuremenfess aku tadi pake yellow — Coldplay :D	riyanstsy	['@treasuremenfess']
@frndaas @brenbrndn @doridoridam IH KALO COLDPLAY BENERAN NOV TRS TAYLOR DES GWS AKU🧎‍♀️🧎‍♀️🧎‍♀️🧎‍♀️	tamskuuuyyy	['@frndaas', '@brenbrndn', '@doridoridam']
@Box2boxID @coldplay Masa	agungmuhar11194	['@Box2boxID', '@coldplay']
@tanyakanrl Yg suka coldplay banyak, mending takut war ama fans coldplay aja drpd army. Ehh tp Army juga bnyak si yg ngefans sm coldplay, terlepas dr collab dia sm BTS muehehe	mrlindov_	['@tanyakanrl']
@tanyakanrl fansnya Coldplay di indo juga ga kalah banyakk kak😭	seraindipitae	['@tanyakanrl']
coldplay aja gaesss yg jarang bgt sea tour😌 meracuni @bknsecondacc untuk nonton coldplay🙌🏻 https://t.co/GbDwNtj4fd	gystvrr_	['@bknsecondacc']
@tanyakanrl kayanya army engga deh (kecuali dia fans coldplay juga). Soalnya penyanyi yang satu lagu itu lagi wajib militer dan gak mungkin juga ikut konser nov ini di jkt 🥲🫂	MangJhoooope	['@tanyakanrl']
@jonasbrothers bang lu kaalau ga buruan ke Indonesia, ini duit aku pakai nonton coldplay😡	Bellanuraa	['@jonasbrothers']
@PradityoP Masalahnya lagi nabung untuk sesuatu yang lebih besar yo.. contoh, war tiket coldplay ahahaha	khalishadow	['@PradityoP']
@tanyakanrl Coldplay nya sendiri belum ngumumin apa2 nder.. bismillah dulu aja sambil nabung	do0_nctsmtown	['@tanyakanrl']
@SiPalingBiru Ya udh coldplay aja gas	sushiboy_20	['@SiPalingBiru']
@tanyakanrl Nder optimis dulu aja nder, masalahnya fans coldplay di indo itu banyak. Jdi nabung aja dulu, trs pantengin statement resmi dari coldplaynya. Gk semua army fansnya coldplay kok, aku gk salty nder peace.	beartaeby_	['@tanyakanrl']
@iamvswifey ktny si iy y tp coldplay announce nya msh tgl 9 nnt alias jgn jd badut dulu 🙃	ditsthoughts	['@iamvswifey']
@tanyakanrl Kalo ini udah dikonfirmasi ya gak mungkin semua army pada ikutan war tiket nder paling beberapa yg emang ngefans sama Coldplay pasti bakalan ikut war tiket	rjshjjva0613	['@tanyakanrl']
@Elevenmabok WKWKWKWK IYA JUGA YA AMJINK DIA KAN KAYA RAYA GPP DH AKU DIAJAK JOGED TIKTOQ ASAL DITRAKTIR VEREL NONTON KONSER COLDPLAY	sugarvenomx	['@Elevenmabok']
@IDWantsColdplay ternyata coldplay tidak seidealis itu 😅	Heyndii	['@IDWantsColdplay']
@rumyblue_7 @tanyakanrl Aku tau kok. Yg di argentina kmren jg menurutku salah satu kegiatan promonya The Astronaut jg makanya bisa kesampean. Lagian itu collab bukan duet/featuring tp lagu solo, logikanya walaupun ga wamil jg ga mungkin tiap coldplay konser seokjin dateng, pertanyaan sendernya lucu aja	dlwadns	['@rumyblue_7', '@tanyakanrl']
@cristyvanesha mau nonton coldplay bukan mau vcs ajgg	Rudigesper	['@cristyvanesha']
@tanyakanrl WARnya bukan sama fansny coldplay atau army tapi sama artist/seleb tanah air tp artist/seleb juga ambilny yg vip/vvip ga mungkin yg dibawah itu. Cmiiw	shioMounyet	['@tanyakanrl']
bang @coldplay, jadi orasi di GBK? https://t.co/bMxsdc1suA	raplee	['@coldplay']
@tanyakanrl gk perlu bingung digempur bertubi2 LAUV COLDPLAY HONNE KESHI LANY SMTOWN SHINEE SEVENTEEN NCT127 AESPA DAY6 maju lo semua	Iattecookie	['@tanyakanrl']
@tanyakanrl ga semua Army ngefans coldplay nder, tapi yaaa bisa dipastikan warnya susah karena fans nya coldplay kan maen cuyyyy dari berbagai generasi wkwk, berdoa aja semoga dapet walau di tribun😭🤚	kimrnd__	['@tanyakanrl']
@RudyRoedyanto Koh tiket IO nya bisa gk dijualnya seminggu sebelum acara aja? Bulan ini kek nya war tiket konser coldplay di jakarta koh 🤣	annisabalqis	['@RudyRoedyanto']
@Saham_fess worth bgt kalo Coldplay	ItsAwe_	['@Saham_fess']
@tanyakanrl fans coldplay buanyak banget di indo btw	babooyen2	['@tanyakanrl']
"Produk Hire Care Istimewa, Pernah dipakai sama Mamat dan Verrel waktu nonton Coldplay bareng sama  Bu Rudy dan Gus Baha dijamain #HALAL tidak #HARAM 

Mau tau dimana ya disini &gt; https://t.co/3H3PczGOpy

Jangan lupa follow @RcnShop33 ya #MurahTrendiCheck"	RcnShop33	['@RcnShop33']
@NaimNawrouz Tak pernah dgr kau pasang lagu coldplay hm	mmrrllssyyffqq	['@NaimNawrouz']
"@tanyakanrl 2 member BTS lagi wamil nder, ga tau nanti november siapa yg menyusul daftar wamil. Jd kecil kemungkinan army bakal ikut war.
Tapi besar kemungkinan juga tetep susah war karena lagu coldplay itu easy listening, muncul dimana² dan penggemarnya lintas usia, jd siap² aja buat war 😂"	uchihaagustd	['@tanyakanrl']
@tanyakanrl Gak semua army fans Coldplay si nder tenang aja, tapi fans Coldplay tuh buanyakkkk jadi yaaaa kalo valid kemungkinan besarnya memang super war buat tiketnya. Sekalipun di gbk gua yakin demand-nya tinggi banget, dari video yang lewat konser Coldplay tuh seru bangettt soalnyaa	riraniss	['@tanyakanrl']
@tanyakanrl Lawanmu mah semua fandom nderr, ya gmn ini coldplayyy lohh semua org ditemenin lagu2 coldplay.	artbleuu	['@tanyakanrl']
@tanyakanrl coldplay tuh pendengar/fansnya universal, dari segala kalangan ada. Jd kalaupun army ada yg ikutan war tiket ya karna mereka coldplayers juga, kalau seokjin blm wamil gue bisa ngebadut sih sj bakalan jd GS kaya di Argentina karna mereka collab lagu solo dan Sj sedeket itu sm Cp	bulanaprilduarb	['@tanyakanrl']
@tanyakanrl Enggak nder, yg duet sama coldplay lagi wamil. Army yg nntn coldplay pastinya ya krna pengen nntn coldplay, jumlahnya mgkin gk bnyak jdi kmu tenang aja nder	kiiqueel	['@tanyakanrl']
@tanyakanrl member btsnya lg eceran nder, yg 2 lg wamil jg. lagian fans coldplay jg udh seabrek😭😭mending tkt kalah war tiket sm fansnya lgsg daah drpd sm army, kecuali armynya jg fansnya coldplay wkwk	jjkmcmxcvii	['@tanyakanrl']
@celixalexandra andai uang gue banyak, trus ga putus.. pasti best of the best experience bgt di anniv gua yg ke 3 taun bisa konseran coldplay brg dia. what a cool and lovely moment 🤒	anaksoelthan	['@celixalexandra']
@dlwadns @tanyakanrl Kemarin Seokjin diundang kok kak ke konsernya Coldplay. Tampil 1 lagu doang dikasih perfom panggung khusus dgn Coldplay sebelum dia wamil. Kecuali my universe emg harus 7 member full.	rumyblue	['@dlwadns', '@tanyakanrl']
@tanyakanrl Mau bgt nonton tp w cuma dikit tau lagu2nya coldplay, paling 10 lagu doang, takut dinyinyirin kalo di indo kyk konser kemrn dibilang byk yg fomo🙃	dinris15	['@tanyakanrl']
@ezekielvr7 @AngkolNil Di ko mapapakinggan! Nasa meeting pa ako. Yellow by Coldplay yan ah	MelvinS1298	['@ezekielvr7', '@AngkolNil']
@tanyakanrl Coldplay udah universal sih, jadi mau collab atau engganya sama BTS pasti tetep susah dapetin tiketnya 😭😭😭😭😭	catfurry____	['@tanyakanrl']
@ayaprameswari coldplay udah fix mbaa. nah ini info gbk disewa di Desember udah dari bulan kapan belum bocor juga siapa artisnya wkwk. Antara Taylor atau Beyonce tebakan netizen.	ireona29	['@ayaprameswari']
@tanyakanrl Ngga jg sih tp kebanyakan pada fans coldplay jg	Minyongki1	['@tanyakanrl']
@tanyakanrl Army yg suka Coldplay juga banyak sih, jadi rezeki2an aja	novitanonagon	['@tanyakanrl']
@tanyakanrl Tapi kalo army ada yg nonton Coldplay ya wajar, siapa tau mereka jg ngefans Coldplay 🤭	rumyblue	['@tanyakanrl']
@tanyakanrl Seokjin wamil, kalau ada army pun kayaknya emang dari sananya juga ngefans Coldplay, banyak army yang ngefans sama Coldplay terlepas Collab apa enggak, yang suka Coldplay kan banyak dari berbagai umur juga, namanya ticketing mah pasti war.	svtunning	['@tanyakanrl']
@KLAPAUClUS @tanyakanrl Seokjin kemarin diundang kok ke konsernya Coldplay, dikasih perfom panggung khusus juga. Tapi itu kan sebelum dia wamil. Sekarang ya ga bisa karena wamil	rumyblue	['@KLAPAUClUS', '@tanyakanrl']
@tanyakanrl BTS lagi sibuk jg nder ga mungkin jg ikut ngonser coldplay, kalo kayak seokjin yg jd guest di konser nya coldplay di argentina waktu itu baru memungkinkan army ikut war	KimMuthiaaa	['@tanyakanrl']
"@tanyakanrl INIMAH WARNYA LINTAS GENERASI NDER.
Temenku kmaren cerita, ""MAMA PAPAKU SUENENG COLDPLAY MAU KE SINI, MAU NONTON MASIO ADOH. NGEFANS BANGET MEREKA"".
Padahal di Jember, dan anaknya udah smt 6😭
Ini baru sepasang ibu bapak, blom yang laen😭😭😭"	ordinarypeo_0pl	['@tanyakanrl']
@a_lowkeycarat @munloper Beliin tiket @coldplay , aku maapin klean brdua @munloper @a_lowkeycarat 🤝	mostfavoredboy	['@a_lowkeycarat', '@munloper', '@coldplay', '@munloper', '@a_lowkeycarat']
@clarayslw Hayangna coldplay mawa pamajikan, tapi hayang oge nonton bmth 🤣	SayidR13	['@clarayslw']
"@clarayslw Kan udah tau pas urang ngasih tau umak 🤣
Ada saosin sama bmth oge sih engke sebelum coldplay 🤣"	SayidR13	['@clarayslw']
@SayidR13 Tong hilap Coldplay 15 November mangga mamam lembur	clarayslw	['@SayidR13']
@moneeeybags the weeknd gk siihhh,,, tp harus nonton coldplay sblm mati😭	naiethereal	['@moneeeybags']
@IDWantsColdplay NORAK sih akun2 di indonesia, apalagi ampe selevel pejabat tinggi...mending singapur adem ayem sampe akun coldplay, promotor &amp; pengelola venuenya announce ...ticketingnya juga easy access	BobbyDahni	['@IDWantsColdplay']
@sbyfess duit bisa di cari coldplay ke indo sekali seumur idup.  tp napa duit susah di cari 😭😭	fullbatt92	['@sbyfess']
"TWICE..... INI APA PERTANDA SY HARUS NTN COLDPLAY AJA???? BENERAN KAH GA MAU SINGGAH KE INDONESIA 😭 
butuh kepastian bgt ini 🥲😭 @JYPETWICE 
#TWICE_5TH_WORLD_TOUR"	ricann97	['@JYPETWICE']
@cristyvanesha wah member baru coldplay tah	alextwiting	['@cristyvanesha']
"Ini Jadwal Konser Coldplay Sepanjang Tahun 2023, Indonesia Belum Masuk Daftar!

Duh jangan php ya @coldplay 😌

#Coldplay #ColdplayJakarta 

https://t.co/HjzX74SAvF"	medcom_id	['@coldplay']
@cutiesbubu coldplay mau ke indo? Kapaan?	fullsunrose__	['@cutiesbubu']
@dinstarks @celixalexandra Sabar... nunggu 3 juni dulu baru fokus ke coldplay	PrimaPradipta7	['@dinstarks', '@celixalexandra']
@cajinsauce Pak Mentri spoiler konser Coldplay di indo ceunah 🙃	_yourwinterbear	['@cajinsauce']
